timestamp,ip_count,request_rate,label
2024-01-01 00:00:00,13,52.89025107102951,0
2024-01-01 00:01:00,14,51.774809716253806,0
2024-01-01 00:02:00,14,45.761043164445965,0
2024-01-01 00:03:00,10,50.079683191043905,0
2024-01-01 00:04:00,13,59.94527838932328,0
2024-01-01 00:05:00,11,47.922035701211946,0
2024-01-01 00:06:00,14,40.29773505348158,0
2024-01-01 00:07:00,13,50.40524864062176,0
2024-01-01 00:08:00,15,48.28785208213246,0
2024-01-01 00:09:00,10,57.81174654836244,0
2024-01-01 00:10:00,12,50.09286866510974,0
2024-01-01 00:11:00,8,48.94188302075084,0
2024-01-01 00:12:00,10,55.99999729638527,0
2024-01-01 00:13:00,8,50.705855225459615,0
2024-01-01 00:14:00,7,45.183638975100905,0
2024-01-01 00:15:00,9,43.00481562576591,0
2024-01-01 00:16:00,12,46.4409448567312,0
2024-01-01 00:17:00,15,42.67538643437293,0
2024-01-01 00:18:00,9,51.97802638417466,0
2024-01-01 00:19:00,12,47.612495056112635,0
2024-01-01 00:20:00,15,49.826137617153634,0
2024-01-01 00:21:00,11,50.10622963693621,0
2024-01-01 00:22:00,12,49.693936817738795,0
2024-01-01 00:23:00,8,50.904415353290325,0
2024-01-01 00:24:00,9,57.00919566365613,0
2024-01-01 00:25:00,12,48.16448603964172,0
2024-01-01 00:26:00,10,44.8251006596275,0
2024-01-01 00:27:00,12,50.7758547935229,0
2024-01-01 00:28:00,12,54.0924814110951,0
2024-01-01 00:29:00,14,53.80420486291446,0
2024-01-01 00:30:00,9,56.39249826221934,0
2024-01-01 00:31:00,13,50.42360224803197,0
2024-01-01 00:32:00,7,45.43701343552407,0
2024-01-01 00:33:00,6,49.61062189940298,0
2024-01-01 00:34:00,6,56.974254063976495,0
2024-01-01 00:35:00,10,56.52292529848998,0
2024-01-01 00:36:00,10,53.815660653362535,0
2024-01-01 00:37:00,7,51.56729391333675,0
2024-01-01 00:38:00,6,42.42212313706439,0
2024-01-01 00:39:00,8,52.4756255481214,0
2024-01-01 00:40:00,8,54.09787045914252,0
2024-01-01 00:41:00,9,47.28720229172053,0
2024-01-01 00:42:00,14,49.04305395430445,0
2024-01-01 00:43:00,6,48.674232321192086,0
2024-01-01 00:44:00,12,47.93955344358805,0
2024-01-01 00:45:00,17,51.48156085371306,0
2024-01-01 00:46:00,11,35.17529261860195,0
2024-01-01 00:47:00,8,44.60770953911082,0
2024-01-01 00:48:00,5,50.51341741989611,0
2024-01-01 00:49:00,6,45.88821295177492,0
2024-01-01 00:50:00,3,55.05633853656466,0
2024-01-01 00:51:00,8,51.53242714031267,0
2024-01-01 00:52:00,10,59.07661913089891,0
2024-01-01 00:53:00,10,55.58264560586473,0
2024-01-01 00:54:00,12,45.26663130044545,0
2024-01-01 00:55:00,8,45.823917074286854,0
2024-01-01 00:56:00,12,44.2555740851893,0
2024-01-01 00:57:00,9,57.53019150545636,0
2024-01-01 00:58:00,7,42.01195264697618,0
2024-01-01 00:59:00,9,41.956872070612214,0
2024-01-01 01:00:00,5,42.20592064424123,0
2024-01-01 01:01:00,10,46.77874275187041,0
2024-01-01 01:02:00,16,43.26731081662422,0
2024-01-01 01:03:00,11,47.523785326150815,0
2024-01-01 01:04:00,16,44.68057043309691,0
2024-01-01 01:05:00,16,49.224184042642726,0
2024-01-01 01:06:00,9,42.26394479536302,0
2024-01-01 01:07:00,4,35.156090247358414,0
2024-01-01 01:08:00,10,54.49509977102926,0
2024-01-01 01:09:00,5,45.51805180568003,0
2024-01-01 01:10:00,8,40.002623524840544,0
2024-01-01 01:11:00,9,38.6376093784189,0
2024-01-01 01:12:00,10,59.53925462551063,0
2024-01-01 01:13:00,11,50.740466115437286,0
2024-01-01 01:14:00,16,55.0602278889905,0
2024-01-01 01:15:00,12,44.015553586175585,0
2024-01-01 01:16:00,11,54.025906796357944,0
2024-01-01 01:17:00,12,50.38109857505862,0
2024-01-01 01:18:00,9,55.92667663792639,0
2024-01-01 01:19:00,10,40.56683794751595,0
2024-01-01 01:20:00,13,48.96270212997903,0
2024-01-01 01:21:00,7,51.93337539188518,0
2024-01-01 01:22:00,6,54.158888198172065,0
2024-01-01 01:23:00,14,42.193500201515135,0
2024-01-01 01:24:00,14,54.80278043830725,0
2024-01-01 01:25:00,15,47.43858733073084,0
2024-01-01 01:26:00,11,54.495649435302575,0
2024-01-01 01:27:00,4,50.746001228001674,0
2024-01-01 01:28:00,7,44.350846935705505,0
2024-01-01 01:29:00,8,54.00296694812299,0
2024-01-01 01:30:00,13,50.522718622642415,0
2024-01-01 01:31:00,14,54.778480312539415,0
2024-01-01 01:32:00,11,55.146993507671,0
2024-01-01 01:33:00,10,55.66297411486475,0
2024-01-01 01:34:00,16,54.886883789721466,0
2024-01-01 01:35:00,19,47.69118042501028,0
2024-01-01 01:36:00,11,49.900970616856725,0
2024-01-01 01:37:00,11,52.708103939972155,0
2024-01-01 01:38:00,16,45.00630255923808,0
2024-01-01 01:39:00,12,58.53149582650369,0
2024-01-01 01:40:00,9,42.05273644939896,0
2024-01-01 01:41:00,16,54.54411099588229,0
